epoch,step,loss,val_loss
745,4475,0.3730171322822571,
746,4481,0.37975338101387024,
747,4487,,0.4357670247554779
747,4487,0.3968737721443176,
748,4493,0.37417978048324585,
749,4499,0.38093242049217224,
750,4505,0.3724593222141266,
751,4511,,0.4357720613479614
751,4511,0.38440200686454773,
752,4517,0.3748740553855896,
753,4523,0.3969944715499878,
754,4529,0.37294939160346985,
755,4535,,0.43577319383621216
755,4535,0.37753188610076904,
756,4541,0.37192249298095703,
757,4547,0.3389834761619568,
758,4553,0.38963598012924194,
759,4559,,0.4357709586620331
759,4559,0.390153706073761,
760,4565,0.38962090015411377,
761,4571,0.3837904930114746,
762,4577,0.38060179352760315,
763,4583,,0.43577301502227783
763,4583,0.40586578845977783,
764,4589,0.38791850209236145,
765,4595,0.4022858738899231,
766,4601,0.3555420935153961,
767,4607,,0.43577104806900024
767,4607,0.383683979511261,
768,4613,0.39107149839401245,
769,4619,0.3894197940826416,
770,4625,0.37993916869163513,
771,4631,,0.43578073382377625
771,4631,0.3806893527507782,
772,4637,0.37780365347862244,
773,4643,0.37213853001594543,
774,4649,0.4016306698322296,
775,4655,,0.4357817769050598
775,4655,0.3991139233112335,
776,4661,0.40478551387786865,
777,4667,0.39293044805526733,
778,4673,0.3782774806022644,
779,4679,,0.435785710811615
779,4679,0.3823077380657196,
780,4685,0.36782917380332947,
781,4691,0.37452346086502075,
782,4697,0.3732948899269104,
783,4703,,0.43578606843948364
783,4703,0.3740409016609192,
784,4709,0.3939375579357147,
785,4715,0.40621238946914673,
786,4721,0.3809044063091278,
787,4727,,0.4357876181602478
787,4727,0.3782123923301697,
788,4733,0.392823725938797,
789,4739,0.3908068537712097,
790,4745,0.40505677461624146,
791,4751,,0.43579256534576416
791,4751,0.39274877309799194,
792,4757,0.39370182156562805,
793,4763,0.395345002412796,
794,4769,0.39160236716270447,
795,4775,,0.4357932507991791
795,4775,0.38828811049461365,
796,4781,0.3818522095680237,
797,4787,0.398990660905838,
798,4793,0.37693461775779724,
799,4799,,0.43578436970710754
799,4799,0.36553457379341125,
800,4805,0.39845460653305054,
801,4811,0.39496859908103943,
802,4817,0.37154513597488403,
803,4823,,0.4357825815677643
803,4823,0.3527611494064331,
804,4829,0.3867843747138977,
805,4835,0.38690274953842163,
806,4841,0.3978942930698395,
807,4847,,0.4357842803001404
807,4847,0.3793613314628601,
808,4853,0.3891451954841614,
809,4859,0.404136061668396,
810,4865,0.3749808371067047,
811,4871,,0.4357881546020508
811,4871,0.38466688990592957,
812,4877,0.38176798820495605,
813,4883,0.40553393959999084,
814,4889,0.39150336384773254,
815,4895,,0.4357858896255493
815,4895,0.37809187173843384,
816,4901,0.3700826168060303,
817,4907,0.39171215891838074,
818,4913,0.376700222492218,
819,4919,,0.4357856512069702
819,4919,0.3799619972705841,
820,4925,0.3752971291542053,
821,4931,0.38835853338241577,
822,4937,0.3937695622444153,
823,4943,,0.4357895851135254
823,4943,0.38063758611679077,
824,4949,0.4017299711704254,
825,4955,0.3929081857204437,
826,4961,0.4012998044490814,
827,4967,,0.43579962849617004
827,4967,0.38090968132019043,
828,4973,0.3753635287284851,
829,4979,0.3635532259941101,
830,4985,0.38660135865211487,
831,4991,,0.43580034375190735
831,4991,0.3600490987300873,
832,4997,0.4002770483493805,
833,5003,0.3818460702896118,
834,5009,0.4049348831176758,
835,5015,,0.4358016550540924
835,5015,0.38225287199020386,
836,5021,0.3947925865650177,
837,5027,0.37490928173065186,
838,5033,0.3735029101371765,
839,5039,,0.4358009696006775
839,5039,0.3807678520679474,
840,5045,0.37150290608406067,
841,5051,0.3742494583129883,
842,5057,0.37915533781051636,
843,5063,,0.4357987344264984
843,5063,0.38571038842201233,
844,5069,0.37947553396224976,
845,5075,0.38814160227775574,
846,5081,0.40146347880363464,
847,5087,,0.43579739332199097
847,5087,0.37447938323020935,
848,5093,0.3904952108860016,
849,5099,0.37757760286331177,
850,5105,0.3728988766670227,
851,5111,,0.43578946590423584
851,5111,0.37552908062934875,
852,5117,0.3609590232372284,
853,5123,0.379487544298172,
854,5129,0.37081003189086914,
855,5135,,0.435783326625824
855,5135,0.37021690607070923,
856,5141,0.38565218448638916,
857,5147,0.38894930481910706,
858,5153,0.3657161295413971,
859,5159,,0.435782790184021
859,5159,0.3573117256164551,
860,5165,0.3854028284549713,
861,5171,0.39438000321388245,
862,5177,0.3980967700481415,
863,5183,,0.4357846677303314
863,5183,0.39537569880485535,
864,5189,0.3993668258190155,
865,5195,0.3735772371292114,
866,5201,0.3878539800643921,
867,5207,,0.43578606843948364
867,5207,0.4095742404460907,
868,5213,0.37832558155059814,
869,5219,0.39130648970603943,
870,5225,0.3756808936595917,
871,5231,,0.4357874095439911
871,5231,0.40529364347457886,
872,5237,0.38339537382125854,
873,5243,0.3925217390060425,
874,5249,0.3852335810661316,
875,5255,,0.43578803539276123
875,5255,0.398759126663208,
876,5261,0.384866863489151,
877,5267,0.3730035722255707,
878,5273,0.3678487539291382,
879,5279,,0.43578410148620605
879,5279,0.3985121548175812,
880,5285,0.39743945002555847,
881,5291,0.38044723868370056,
882,5297,0.38280996680259705,
883,5303,,0.43577784299850464
883,5303,0.3887347877025604,
884,5309,0.3988913297653198,
885,5315,0.38368773460388184,
886,5321,0.3887261152267456,
887,5327,,0.4357740879058838
887,5327,0.38939356803894043,
888,5333,0.39300888776779175,
889,5339,0.38736170530319214,
890,5345,0.37737953662872314,
891,5351,,0.4357798099517822
891,5351,0.3848569989204407,
892,5357,0.3854120671749115,
893,5363,0.3909406363964081,
894,5369,0.38505297899246216,
895,5375,,0.4357765018939972
895,5375,0.398904949426651,
896,5381,0.3932465612888336,
897,5387,0.3860514760017395,
898,5393,0.37619441747665405,
899,5399,,0.43577292561531067
899,5399,0.4029795825481415,
900,5405,0.39995718002319336,
901,5411,0.3776354193687439,
902,5417,0.38015225529670715,
903,5423,,0.43577077984809875
903,5423,0.3591572344303131,
904,5429,0.399331659078598,
905,5435,0.3829633593559265,
906,5441,0.39482247829437256,
907,5447,,0.435761421918869
907,5447,0.3773176372051239,
908,5453,0.3851616084575653,
909,5459,0.41933032870292664,
910,5465,0.3853936791419983,
911,5471,,0.4357641935348511
911,5471,0.4012421667575836,
912,5477,0.38322874903678894,
913,5483,0.40781259536743164,
914,5489,0.3731130361557007,
915,5495,,0.4357590675354004
915,5495,0.3961920738220215,
916,5501,0.39741966128349304,
917,5507,0.38530096411705017,
918,5513,0.3948388695716858,
919,5519,,0.43576401472091675
919,5519,0.4023278057575226,
920,5525,0.4119570553302765,
921,5531,0.3932482600212097,
922,5537,0.3849584758281708,
923,5543,,0.43576884269714355
923,5543,0.3765081763267517,
924,5549,0.39017021656036377,
925,5555,0.38483238220214844,
926,5561,0.3941758871078491,
927,5567,,0.4357713460922241
927,5567,0.38677263259887695,
928,5573,0.37966030836105347,
929,5579,0.3711960017681122,
930,5585,0.39141613245010376,
931,5591,,0.43577536940574646
931,5591,0.39761587977409363,
932,5597,0.377868115901947,
933,5603,0.4003746807575226,
934,5609,0.39119192957878113,
935,5615,,0.43577489256858826
935,5615,0.3578569293022156,
936,5621,0.3415197730064392,
937,5627,0.38153302669525146,
938,5633,0.37165260314941406,
939,5639,,0.4357600510120392
939,5639,0.3982064127922058,
940,5645,0.3762926459312439,
941,5651,0.3834521770477295,
942,5657,0.38735246658325195,
943,5663,,0.43575620651245117
943,5663,0.3849490284919739,
944,5669,0.364592045545578,
945,5675,0.3859451711177826,
946,5681,0.3887435495853424,
947,5687,,0.43575602769851685
947,5687,0.3896828889846802,
948,5693,0.39087024331092834,
949,5699,0.3922518193721771,
950,5705,0.37253400683403015,
951,5711,,0.4357571303844452
951,5711,0.38918325304985046,
952,5717,0.39227789640426636,
953,5723,0.37596696615219116,
954,5729,0.3860808312892914,
955,5735,,0.43576669692993164
955,5735,0.38074159622192383,
956,5741,0.3925166428089142,
957,5747,0.37351468205451965,
958,5753,0.38002946972846985,
959,5759,,0.4357619285583496
959,5759,0.37870094180107117,
960,5765,0.39595651626586914,
961,5771,0.3927430808544159,
962,5777,0.40080568194389343,
963,5783,,0.43576058745384216
963,5783,0.39887765049934387,
964,5789,0.37575703859329224,
965,5795,0.3911459743976593,
966,5801,0.3923801779747009,
967,5807,,0.4357573091983795
967,5807,0.371572345495224,
968,5813,0.39834171533584595,
969,5819,0.3559982180595398,
970,5825,0.3849826455116272,
971,5831,,0.4357517659664154
971,5831,0.3682524561882019,
972,5837,0.39339396357536316,
973,5843,0.3796606659889221,
974,5849,0.38941890001296997,
975,5855,,0.4357539713382721
975,5855,0.3897114396095276,
976,5861,0.378478080034256,
977,5867,0.3908136487007141,
978,5873,0.39409729838371277,
979,5879,,0.4357507526874542
979,5879,0.38340771198272705,
980,5885,0.38173291087150574,
981,5891,0.3672773241996765,
982,5897,0.39531341195106506,
983,5903,,0.4357539117336273
983,5903,0.38644909858703613,
984,5909,0.377523273229599,
985,5915,0.38055071234703064,
986,5921,0.3799853026866913,
987,5927,,0.4357534348964691
987,5927,0.3769073188304901,
988,5933,0.3853931427001953,
989,5939,0.38174912333488464,
990,5945,0.3855152130126953,
991,5951,,0.4357569217681885
991,5951,0.3946789801120758,
992,5957,0.3931702971458435,
993,5963,0.4037971496582031,
994,5969,0.38976162672042847,
995,5975,,0.43576115369796753
995,5975,0.3816755712032318,
996,5981,0.38584089279174805,
997,5987,0.39464420080184937,
998,5993,0.39100322127342224,
999,5999,,0.4357662498950958
999,5999,0.36682817339897156,
1000,6005,0.40447869896888733,
1001,6011,0.3890831172466278,
1002,6017,0.37057846784591675,
1003,6023,,0.4357592761516571
1003,6023,0.3948032855987549,
1004,6029,0.3727131187915802,
1005,6035,0.3845250904560089,
1006,6041,0.39566919207572937,
1007,6047,,0.43575558066368103
1007,6047,0.3879390060901642,
1008,6053,0.40673765540122986,
1009,6059,0.3991510570049286,
1010,6065,0.3729458153247833,
1011,6071,,0.43575432896614075
1011,6071,0.3907073438167572,
1012,6077,0.38474056124687195,
1013,6083,0.38669610023498535,
1014,6089,0.40162813663482666,
1015,6095,,0.43575558066368103
1015,6095,0.3749356269836426,
1016,6101,0.3864246606826782,
1017,6107,0.3789801001548767,
1018,6113,0.3572636544704437,
1019,6119,,0.43576228618621826
1019,6119,0.39204785227775574,
1020,6125,0.37697523832321167,
1021,6131,0.36425158381462097,
1022,6137,0.386671781539917,
1023,6143,,0.4357624650001526
1023,6143,0.37880438566207886,
1024,6149,0.39044931530952454,
1025,6155,0.40361347794532776,
1026,6161,0.37639549374580383,
1027,6167,,0.4357636570930481
1027,6167,0.38926461338996887,
1028,6173,0.37631434202194214,
1029,6179,0.3801475465297699,
1030,6185,0.38447263836860657,
1031,6191,,0.4357612431049347
1031,6191,0.3673934042453766,
1032,6197,0.39138397574424744,
1033,6203,0.36754336953163147,
1034,6209,0.4027004837989807,
1035,6215,,0.43576106429100037
1035,6215,0.3817198872566223,
1036,6221,0.3838857114315033,
1037,6227,0.3911086320877075,
1038,6233,0.39687055349349976,
1039,6239,,0.4357638359069824
1039,6239,0.37132078409194946,
1040,6245,0.38476040959358215,
1041,6251,0.36288416385650635,
1042,6257,0.379373699426651,
1043,6263,,0.4357582628726959
1043,6263,0.37778782844543457,
1044,6269,0.38535478711128235,
1045,6275,0.4052291512489319,
1046,6281,0.37199166417121887,
1047,6287,,0.43575844168663025
1047,6287,0.3758738040924072,
1048,6293,0.3974759876728058,
1049,6299,0.3991917371749878,
1050,6305,0.3568880558013916,
1051,6311,,0.43576300144195557
1051,6311,0.3613605201244354,
1052,6317,0.367737740278244,
1053,6323,0.37428778409957886,
1054,6329,0.37870070338249207,
1055,6335,,0.43576580286026
1055,6335,0.38310426473617554,
1056,6341,0.39670148491859436,
1057,6347,0.3893283009529114,
1058,6353,0.38778966665267944,
1059,6359,,0.43576768040657043
1059,6359,0.380790114402771,
1060,6365,0.37589165568351746,
1061,6371,0.36531612277030945,
1062,6377,0.39784711599349976,
1063,6383,,0.43576371669769287
1063,6383,0.39603349566459656,
1064,6389,0.3620638847351074,
1065,6395,0.36841216683387756,
1066,6401,0.3862002193927765,
1067,6407,,0.43576472997665405
1067,6407,0.38573700189590454,
1068,6413,0.38941362500190735,
1069,6419,0.3798488974571228,
1070,6425,0.38031286001205444,
1071,6431,,0.43575721979141235
1071,6431,0.38109323382377625,
1072,6437,0.3710670471191406,
1073,6443,0.36233800649642944,
1074,6449,0.37625041604042053,
1075,6455,,0.43574362993240356
1075,6455,0.37869328260421753,
1076,6461,0.4004192352294922,
1077,6467,0.3853333592414856,
1078,6473,0.3803100287914276,
1079,6479,,0.4357452392578125
1079,6479,0.37913981080055237,
1080,6485,0.3855055570602417,
1081,6491,0.3985450565814972,
1082,6497,0.39223286509513855,
1083,6503,,0.43574219942092896
1083,6503,0.388459712266922,
1084,6509,0.3925224542617798,
1085,6515,0.3970380127429962,
1086,6521,0.3652692139148712,
1087,6527,,0.4357497990131378
1087,6527,0.3951822519302368,
1088,6533,0.3569267988204956,
1089,6539,0.38912129402160645,
1090,6545,0.37991416454315186,
1091,6551,,0.4357500374317169
1091,6551,0.39289620518684387,
1092,6557,0.37962231040000916,
1093,6563,0.3694552779197693,
1094,6569,0.3662853240966797,
1095,6575,,0.435748815536499
1095,6575,0.37038230895996094,
1096,6581,0.38972359895706177,
1097,6587,0.3816550672054291,
1098,6593,0.41051098704338074,
1099,6599,,0.4357399642467499
1099,6599,0.3814793825149536,
1100,6605,0.3987385332584381,
1101,6611,0.41056880354881287,
1102,6617,0.4074988067150116,
1103,6623,,0.43573763966560364
1103,6623,0.38656699657440186,
1104,6629,0.38444405794143677,
1105,6635,0.3793053925037384,
1106,6641,0.3744523525238037,
1107,6647,,0.43574059009552
1107,6647,0.39179837703704834,
1108,6653,0.38723617792129517,
1109,6659,0.37320443987846375,
1110,6665,0.4031444489955902,
1111,6671,,0.4357479214668274
1111,6671,0.3734883964061737,
1112,6677,0.3704913556575775,
1113,6683,0.38241568207740784,
1114,6689,0.39224371314048767,
1115,6695,,0.4357500672340393
1115,6695,0.3720027208328247,
1116,6701,0.39040476083755493,
1117,6707,0.378400981426239,
1118,6713,0.39493972063064575,
1119,6719,,0.43574729561805725
1119,6719,0.3899489641189575,
1120,6725,0.396287202835083,
1121,6731,0.3967702090740204,
1122,6737,0.3791329562664032,
1123,6743,,0.4357456862926483
1123,6743,0.38524389266967773,
1124,6749,0.3730144500732422,
1125,6755,0.37518203258514404,
1126,6761,0.3654451072216034,
1127,6767,,0.43574756383895874
1127,6767,0.40810146927833557,
1128,6773,0.3680967390537262,
1129,6779,0.39528781175613403,
1130,6785,0.4041479527950287,
1131,6791,,0.4357481002807617
1131,6791,0.37676408886909485,
1132,6797,0.3664228320121765,
1133,6803,0.3905244767665863,
1134,6809,0.3760766386985779,
1135,6815,,0.43575701117515564
1135,6815,0.39958518743515015,
1136,6821,0.3826780617237091,
1137,6827,0.37303802371025085,
1138,6833,0.390089213848114,
1139,6839,,0.435752809047699
1139,6839,0.40162789821624756,
1140,6845,0.37915104627609253,
1141,6851,0.38592109084129333,
1142,6857,0.41752511262893677,
1143,6863,,0.43574291467666626
1143,6863,0.3775140047073364,
1144,6869,0.3827436864376068,
1145,6875,0.39299634099006653,
1146,6881,0.3797353208065033,
1147,6887,,0.435749351978302
1147,6887,0.3881363570690155,
1148,6893,0.3772084712982178,
1149,6899,0.3740159571170807,
1150,6905,0.3905218839645386,
1151,6911,,0.43574658036231995
1151,6911,0.3985659182071686,
1152,6917,0.3717252016067505,
1153,6923,0.3959689736366272,
1154,6929,0.3674786686897278,
1155,6935,,0.4357524514198303
1155,6935,0.39764106273651123,
1156,6941,0.3748289942741394,
1157,6947,0.37821322679519653,
1158,6953,0.37445369362831116,
1159,6959,,0.43574386835098267
1159,6959,0.405961811542511,
1160,6965,0.3905693590641022,
1161,6971,0.3743002712726593,
1162,6977,0.3656710982322693,
1163,6983,,0.43572893738746643
1163,6983,0.3918394446372986,
1164,6989,0.3785937428474426,
1165,6995,0.37423577904701233,
1166,7001,0.3821980059146881,
1167,7007,,0.435724675655365
1167,7007,0.3840099275112152,
1168,7013,0.385758638381958,
1169,7019,0.3675123155117035,
1170,7025,0.36816444993019104,
1171,7031,,0.43571802973747253
1171,7031,0.38708916306495667,
1172,7037,0.39135482907295227,
1173,7043,0.38087067008018494,
1174,7049,0.3839326798915863,
1175,7055,,0.4357203543186188
1175,7055,0.3858211934566498,
1176,7061,0.37314847111701965,
1177,7067,0.3968355655670166,
1178,7073,0.3638397753238678,
1179,7079,,0.4357130229473114
1179,7079,0.37246569991111755,
1180,7085,0.3935135006904602,
1181,7091,0.37426134943962097,
1182,7097,0.39382216334342957,
1183,7103,,0.4357103407382965
1183,7103,0.37940508127212524,
1184,7109,0.386292427778244,
1185,7115,0.35563021898269653,
1186,7121,0.3673299551010132,
1187,7127,,0.43570587038993835
1187,7127,0.3931451737880707,
1188,7133,0.38401880860328674,
1189,7139,0.388445645570755,
1190,7145,0.38878604769706726,
1191,7151,,0.43570446968078613
1191,7151,0.39440593123435974,
1192,7157,0.4114793539047241,
1193,7163,0.40237200260162354,
1194,7169,0.3855218291282654,
1195,7175,,0.43570947647094727
1195,7175,0.36885887384414673,
1196,7181,0.3757655620574951,
1197,7187,0.38670164346694946,
1198,7193,0.37588000297546387,
1199,7199,,0.43570393323898315
1199,7199,0.40453651547431946,
1200,7205,0.3752475380897522,
1201,7211,0.40086978673934937,
1202,7217,0.39229854941368103,
1203,7223,,0.43570026755332947
1203,7223,0.37438005208969116,
1204,7229,0.4015854597091675,
1205,7235,0.3497503995895386,
1206,7241,0.38371801376342773,
1207,7247,,0.43569415807724
1207,7247,0.37365657091140747,
1208,7253,0.394875705242157,
1209,7259,0.37904441356658936,
1210,7265,0.39243680238723755,
1211,7271,,0.4356933832168579
1211,7271,0.38367176055908203,
1212,7277,0.3706735372543335,
1213,7283,0.38435861468315125,
1214,7289,0.3701501488685608,
1215,7295,,0.43569961190223694
1215,7295,0.3990800082683563,
1216,7301,0.3729749023914337,
1217,7307,0.40180617570877075,
1218,7313,0.38529786467552185,
1219,7319,,0.435701847076416
1219,7319,0.37518301606178284,
1220,7325,0.3732222318649292,
1221,7331,0.39565011858940125,
1222,7337,0.40699639916419983,
1223,7343,,0.4357069730758667
1223,7343,0.388405442237854,
1224,7349,0.40928903222084045,
1225,7355,0.37305954098701477,
1226,7361,0.3960067629814148,
1227,7367,,0.4357075095176697
1227,7367,0.4006730020046234,
1228,7373,0.37396034598350525,
1229,7379,0.36804038286209106,
1230,7385,0.36888831853866577,
1231,7391,,0.4357091784477234
1231,7391,0.3813104033470154,
1232,7397,0.3714243173599243,
1233,7403,0.4084584712982178,
1234,7409,0.3888145983219147,
1235,7415,,0.43571510910987854
1235,7415,0.38005176186561584,
1236,7421,0.3933074176311493,
1237,7427,0.38227546215057373,
1238,7433,0.38508734107017517,
1239,7439,,0.4357143044471741
1239,7439,0.3832944333553314,
1240,7445,0.38549312949180603,
1241,7451,0.4082104563713074,
1242,7457,0.3935270607471466,
1243,7463,,0.4357067942619324
1243,7463,0.37921178340911865,
1244,7469,0.3866598904132843,
1245,7475,0.3780069053173065,
1246,7481,0.3875309228897095,
1247,7487,,0.43570515513420105
1247,7487,0.4015009105205536,
1248,7493,0.39651551842689514,
1249,7499,0.3814157545566559,
1250,7505,0.3839990794658661,
1251,7511,,0.4357050955295563
1251,7511,0.39009830355644226,
1252,7517,0.38666248321533203,
1253,7523,0.35300177335739136,
1254,7529,0.3926611840724945,
1255,7535,,0.4357016682624817
1255,7535,0.38588055968284607,
1256,7541,0.371772825717926,
1257,7547,0.3866628110408783,
1258,7553,0.37913957238197327,
1259,7559,,0.43569818139076233
1259,7559,0.3562254309654236,
1260,7565,0.3807835876941681,
1261,7571,0.4070078432559967,
1262,7577,0.3891785740852356,
1263,7583,,0.43569767475128174
1263,7583,0.38969507813453674,
1264,7589,0.3797948360443115,
1265,7595,0.3888871371746063,
1266,7601,0.3869262635707855,
1267,7607,,0.4356967508792877
1267,7607,0.38361212611198425,
1268,7613,0.38954097032546997,
1269,7619,0.38309046626091003,
1270,7625,0.37335190176963806,
1271,7631,,0.4356915056705475
1271,7631,0.40997034311294556,
1272,7637,0.3902427852153778,
1273,7643,0.3725641965866089,
1274,7649,0.37261590361595154,
1275,7655,,0.4356957674026489
1275,7655,0.38159826397895813,
1276,7661,0.3998384177684784,
1277,7667,0.378526896238327,
1278,7673,0.3933899998664856,
1279,7679,,0.4356998801231384
1279,7679,0.37351006269454956,
1280,7685,0.38430356979370117,
1281,7691,0.366118848323822,
1282,7697,0.4179375171661377,
1283,7703,,0.435698002576828
1283,7703,0.3833185136318207,
1284,7709,0.39056459069252014,
1285,7715,0.3980383276939392,
1286,7721,0.39753827452659607,
1287,7727,,0.43569570779800415
1287,7727,0.40133488178253174,
1288,7733,0.3810516893863678,
1289,7739,0.3754291534423828,
1290,7745,0.4100540280342102,
1291,7751,,0.43571019172668457
1291,7751,0.37587523460388184,
1292,7757,0.38557446002960205,
1293,7763,0.3789781928062439,
1294,7769,0.39299508929252625,
1295,7775,,0.43571507930755615
1295,7775,0.384080171585083,
1296,7781,0.3947473168373108,
1297,7787,0.38613274693489075,
1298,7793,0.39222952723503113,
1299,7799,,0.4357222616672516
1299,7799,0.38375407457351685,
1300,7805,0.415465384721756,
1301,7811,0.352084219455719,
1302,7817,0.3827493190765381,
1303,7823,,0.43572303652763367
1303,7823,0.40429550409317017,
1304,7829,0.37854763865470886,
1305,7835,0.3723864257335663,
1306,7841,0.37029343843460083,
1307,7847,,0.43571528792381287
1307,7847,0.40117815136909485,
1308,7853,0.3687509298324585,
1309,7859,0.39183512330055237,
1310,7865,0.40702691674232483,
1311,7871,,0.43571940064430237
1311,7871,0.37233075499534607,
1312,7877,0.39422348141670227,
1313,7883,0.39962050318717957,
1314,7889,0.40086129307746887,
1315,7895,,0.43571510910987854
1315,7895,0.3819785714149475,
1316,7901,0.36632734537124634,
1317,7907,0.3715989291667938,
1318,7913,0.3657211363315582,
1319,7919,,0.43570631742477417
1319,7919,0.3821803331375122,
1320,7925,0.37124407291412354,
1321,7931,0.3831966817378998,
1322,7937,0.36878910660743713,
1323,7943,,0.4357074797153473
1323,7943,0.39779970049858093,
1324,7949,0.393218994140625,
1325,7955,0.3723142445087433,
1326,7961,0.37555497884750366,
1327,7967,,0.4357135593891144
1327,7967,0.3799222707748413,
1328,7973,0.3937681317329407,
1329,7979,0.4004276990890503,
1330,7985,0.3959483802318573,
1331,7991,,0.4357154667377472
1331,7991,0.3861193358898163,
1332,7997,0.38230517506599426,
1333,8003,0.3741838037967682,
1334,8009,0.37062662839889526,
1335,8015,,0.4357125759124756
1335,8015,0.386081725358963,
1336,8021,0.37315329909324646,
1337,8027,0.3852901756763458,
1338,8033,0.39212921261787415,
1339,8039,,0.43571627140045166
1339,8039,0.38014209270477295,
1340,8045,0.3862628638744354,
1341,8051,0.36898520588874817,
1342,8057,0.3753645718097687,
1343,8063,,0.43570956587791443
1343,8063,0.38345491886138916,
1344,8069,0.3848343789577484,
1345,8075,0.3837476968765259,
1346,8081,0.36967214941978455,
1347,8087,,0.43570801615715027
1347,8087,0.3670511245727539,
1348,8093,0.3843044638633728,
1349,8099,0.38102835416793823,
1350,8105,0.3585052192211151,
1351,8111,,0.4357098340988159
1351,8111,0.3897511661052704,
1352,8117,0.3771139681339264,
1353,8123,0.37774449586868286,
1354,8129,0.37190791964530945,
1355,8135,,0.43570777773857117
1355,8135,0.37789085507392883,
1356,8141,0.3843727707862854,
1357,8147,0.38614243268966675,
1358,8153,0.3783070147037506,
1359,8159,,0.43570786714553833
1359,8159,0.3901098668575287,
1360,8165,0.36879482865333557,
1361,8171,0.3973274230957031,
1362,8177,0.3853464722633362,
1363,8183,,0.4357171654701233
1363,8183,0.4006956219673157,
1364,8189,0.39748409390449524,
1365,8195,0.38732990622520447,
1366,8201,0.3744117319583893,
1367,8207,,0.4357256293296814
1367,8207,0.38017797470092773,
1368,8213,0.38401922583580017,
1369,8219,0.38617607951164246,
1370,8225,0.4019488990306854,
1371,8231,,0.43572869896888733
1371,8231,0.39653804898262024,
1372,8237,0.36144760251045227,
1373,8243,0.3780529201030731,
1374,8249,0.3926966190338135,
1375,8255,,0.43572598695755005
1375,8255,0.3975406885147095,
1376,8261,0.37396860122680664,
1377,8267,0.3921365439891815,
1378,8273,0.3711124360561371,
1379,8279,,0.43572553992271423
1379,8279,0.38159483671188354,
1380,8285,0.3944524824619293,
1381,8291,0.3951126039028168,
1382,8297,0.3872758448123932,
1383,8303,,0.43571919202804565
1383,8303,0.38236984610557556,
1384,8309,0.40581148862838745,
1385,8315,0.38451725244522095,
1386,8321,0.38764581084251404,
1387,8327,,0.43571528792381287
1387,8327,0.3822982609272003,
1388,8333,0.4057897925376892,
1389,8339,0.38783928751945496,
1390,8345,0.3714545667171478,
1391,8351,,0.43571868538856506
1391,8351,0.403807133436203,
1392,8357,0.38707008957862854,
1393,8363,0.3884432315826416,
1394,8369,0.4165723919868469,
1395,8375,,0.4357096254825592
1395,8375,0.4013034701347351,
1396,8381,0.3796623945236206,
1397,8387,0.3746330440044403,
1398,8393,0.40441787242889404,
1399,8399,,0.43570801615715027
1399,8399,0.3815234899520874,
1400,8405,0.3831823170185089,
1401,8411,0.37299132347106934,
1402,8417,0.38351789116859436,
1403,8423,,0.43570560216903687
1403,8423,0.36994078755378723,
1404,8429,0.3723231256008148,
1405,8435,0.38962435722351074,
1406,8441,0.39507627487182617,
1407,8447,,0.43569934368133545
1407,8447,0.3707123100757599,
1408,8453,0.3827955722808838,
1409,8459,0.40666308999061584,
1410,8465,0.3728177845478058,
1411,8471,,0.4356970191001892
1411,8471,0.3791615068912506,
1412,8477,0.3805038034915924,
1413,8483,0.3984052836894989,
1414,8489,0.3776819407939911,
1415,8495,,0.4357031285762787
1415,8495,0.3976655900478363,
1416,8501,0.39095064997673035,
1417,8507,0.4071906507015228,
1418,8513,0.38149234652519226,
1419,8519,,0.43570980429649353
1419,8519,0.39801955223083496,
1420,8525,0.3855588138103485,
1421,8531,0.3706319332122803,
1422,8537,0.37465694546699524,
1423,8543,,0.4357130527496338
1423,8543,0.40314918756484985,
1424,8549,0.39200055599212646,
1425,8555,0.37442904710769653,
1426,8561,0.3623929023742676,
1427,8567,,0.4357210099697113
1427,8567,0.3832434415817261,
1428,8573,0.3679907023906708,
1429,8579,0.3876238167285919,
1430,8585,0.3788130581378937,
1431,8591,,0.43571895360946655
1431,8591,0.37835684418678284,
1432,8597,0.3991369903087616,
1433,8603,0.37512537837028503,
1434,8609,0.3669462502002716,
1435,8615,,0.43570759892463684
1435,8615,0.3788267970085144,
1436,8621,0.37144577503204346,
1437,8627,0.38280829787254333,
1438,8633,0.3803499639034271,
1439,8639,,0.4356967508792877
1439,8639,0.3960079848766327,
1440,8645,0.3717184364795685,
1441,8651,0.3740217387676239,
1442,8657,0.39180952310562134,
1443,8663,,0.43570026755332947
1443,8663,0.3761427402496338,
1444,8669,0.3810569941997528,
1445,8675,0.3963048756122589,
1446,8681,0.3930421471595764,
1447,8687,,0.43571341037750244
1447,8687,0.3801705241203308,
1448,8693,0.39376240968704224,
1449,8699,0.41583433747291565,
1450,8705,0.380828857421875,
1451,8711,,0.4357149004936218
1451,8711,0.38900795578956604,
1452,8717,0.38726019859313965,
1453,8723,0.3937796652317047,
1454,8729,0.392852246761322,
1455,8735,,0.4357149004936218
1455,8735,0.4061031639575958,
1456,8741,0.39209020137786865,
1457,8747,0.39227983355522156,
1458,8753,0.3894643485546112,
1459,8759,,0.4357174336910248
1459,8759,0.3695756196975708,
1460,8765,0.408495157957077,
1461,8771,0.37987619638442993,
1462,8777,0.3721753656864166,
